0.894174,0.929666,0.384,0.464358,0.503597,0.657238,0.970035,0.983299,0.753,0.760695,0.496403,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.657552,0.877915,0.853213,0.855072,0.883015,0.5,0.657238,0.963216,0.843744,0.957304,0.912963,0.791522,0.503597,0.713551,0.930568,0.770053,0.971895,0.87652,0.772727,0.974582,0.991649,0.949033,0.6510416666666667,0.746403,0.706514,0.653445,0.860018,0.551202,0.98688,0.688118,0.732449,0.860018,0.586634,0.860018,0.897633,0.746403,0.939612,0.753653,0.7,0.762032,0.65391,0.653445,0.746403,0.946063,0.99897,0.7,0.7881,0.992804,0.938436,0.775401,0.984088,0.751,0.883015,0.766927,0.751863,0.835249,0.897633,0.950791,1.0,0.923807,0.899552,0.993302,0.847308,0.968973,0.863768,0.627417,0.686106,0.937782
0.883472,0.926961,0.398,0.42702,0.503597,0.650582,0.985121,0.983299,0.743,0.763369,0.496403,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.722656,0.877915,0.714377,0.555072,0.883347,0.5,0.657238,0.987807,0.843873,0.964623,0.914815,0.792676,0.458633,0.723842,0.929666,0.775401,0.983468,0.899552,0.772727,0.980368,0.849687,0.949033,0.76953125,0.496403,0.74889,0.653445,0.860018,0.551268,0.905248,0.77734,0.923278,0.915218,0.532178,0.953949,0.897633,0.496403,0.522215,0.653445,0.7,0.762032,0.657238,0.705637,0.746403,0.946063,0.653272,0.715,0.982255,0.960889,0.968386,0.782086,0.973135,0.775,0.883126,0.765625,0.751863,0.837165,0.897633,0.954306,1.0,0.714377,0.895074,0.967543,0.805385,0.556943,0.555072,0.950791,0.701544,0.935978
0.832342,0.928765,0.446,0.539036,0.746403,0.655574,0.94751,0.944676,0.753,0.758021,0.746403,0.653445,0.946063,0.657238,0.783422,0.7,0.551202,0.7,0.705729,0.877915,0.714377,0.855072,0.883015,0.615385,0.657238,0.957843,0.844902,0.964318,0.914815,0.843137,0.503597,0.713551,0.93147,0.782086,0.981608,0.902111,0.778075,0.980988,0.806889,0.956063,0.76953125,0.746403,0.706514,0.983299,0.860018,0.584579,0.97449,0.774185,0.931319,0.860018,0.64934,0.860018,0.897633,0.496403,0.522215,0.982255,0.7,0.762032,0.657238,0.843424,0.746403,0.945443,0.933539,0.7,0.892484,0.995307,0.860233,0.748663,0.973342,0.764,0.883015,0.755208,0.776414,0.842912,0.898273,0.957821,0.93457,0.945742,0.899552,0.892839,0.801923,0.971416,0.863768,0.627417,0.703259,0.935978
0.894174,0.930568,0.46,0.545146,0.503597,0.637271,0.979541,0.776618,0.749,0.758021,0.496403,0.699374,0.946063,0.657238,0.791444,0.7,0.551202,0.7,0.75651,0.877915,0.853213,0.855072,0.883015,0.611154,0.657238,0.967555,0.843422,0.963403,0.914815,0.819781,0.989209,0.723842,0.929666,0.783422,0.979541,0.896993,0.784759,0.967555,0.917537,0.956063,0.6510416666666667,0.746403,0.73242,0.653445,0.860018,0.551268,0.856414,0.716772,0.924799,0.860018,0.518977,0.860018,0.897633,0.496403,0.522215,0.653445,0.755,0.762032,0.657238,0.903967,0.5,0.946063,0.986605,0.721,0.812109,0.991552,0.657238,0.774064,0.966935,0.763,0.898454,0.773438,0.84897,0.83908,0.897633,0.957821,1.0,0.959814,0.897633,1.0,0.644231,0.946811,0.855072,0.933216,0.696398,0.930568
0.895363,0.913436,0.398,0.547862,1.0,0.65391,0.967762,1.0,0.744,0.763369,0.496403,0.653445,0.969622,0.657238,0.762032,0.7,0.551202,0.698,0.651042,0.877915,0.853213,0.555072,0.901263,0.5,0.657238,0.982228,0.842715,0.965538,0.911111,0.814302,0.634892,0.718696,0.927863,0.78877,0.980574,0.899552,0.778075,0.983881,0.708768,0.945518,0.7734375,0.746403,0.706514,0.653445,0.954864,0.551202,0.987609,0.853733,0.912845,0.917353,0.5,0.860018,0.893794,0.496403,0.522215,0.653445,0.7,0.762032,0.657238,0.653445,0.496403,0.946063,0.872231,0.762,0.844468,0.984981,0.975042,0.779412,0.981401,0.752,0.883015,0.777344,0.852696,0.835249,0.896993,0.627417,1.0,0.961294,0.896993,0.653272,0.737692,0.906015,0.868116,0.917399,0.708405,0.935978
0.832342,0.926961,0.486,0.524779,0.98741,0.652246,0.967762,0.759916,0.748,0.764706,0.746403,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.717448,0.877915,0.714377,0.555072,0.883015,0.5,0.657238,0.971275,0.843294,0.965233,0.914815,0.804787,0.732014,0.713551,0.930568,0.784759,0.975821,0.895713,0.774064,0.972308,0.987474,0.952548,0.6510416666666667,0.746403,0.706514,0.653445,0.860018,0.551202,0.94898,0.811935,0.918061,0.965538,0.5,0.860018,0.895074,0.496403,0.522215,0.653445,0.758,0.762032,0.657238,0.944676,0.496403,0.94441,0.708913,0.7070000000000001,0.818372,0.994994,0.657238,0.770053,0.979128,0.773,0.883015,0.751302,0.848751,0.840996,0.901472,0.959578,1.0,0.966372,0.90531,1.0,0.795385,0.906287,0.555072,0.963093,0.715266,0.934175
0.884661,0.927863,0.486,0.529532,0.503597,0.657238,0.981401,0.996868,0.702,0.766043,0.746403,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.651042,0.877915,0.714377,0.855072,0.883015,0.5,0.657238,0.951643,0.84413,0.969808,0.903704,0.791522,0.746403,0.713551,0.930568,0.779412,0.974168,0.897633,0.778075,0.976648,0.890397,0.957821,0.6510416666666667,0.746403,0.749075,0.653445,0.860018,0.551202,0.988338,0.786961,0.905455,0.917658,0.619637,0.860018,0.897633,0.496403,0.522215,0.653445,0.7,0.770053,0.657238,0.653445,0.5,0.946063,0.978877,0.713,0.919624,0.986233,0.915141,0.772727,0.971895,0.767,0.906439,0.759115,0.848531,0.842912,0.900832,0.961336,1.0,0.949659,0.897633,0.908295,0.634231,0.942289,0.868116,0.959578,0.692967,0.933273
0.889417,0.908927,0.448,0.523422,0.874101,0.657238,0.970242,0.653445,0.736,0.760695,0.832734,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.717448,0.877915,0.714377,0.555072,0.883015,0.5,0.645591,0.967349,0.843294,0.970113,0.914815,0.791522,0.746403,0.713551,0.92606,0.778075,0.969828,0.893154,0.791444,0.973548,0.902923,0.957821,0.6510416666666667,0.496403,0.741673,0.749478,0.860018,0.551202,0.971574,0.767613,0.925668,0.969808,0.645215,0.860018,0.897633,0.496403,0.522215,0.653445,0.7,0.760695,0.971714,0.729645,0.746403,0.94565,0.999485,0.7,0.991649,0.99562,0.660566,0.774064,0.969415,0.742,0.903652,0.769531,0.818281,0.83908,0.897633,0.627417,1.0,0.714377,0.897633,1.0,0.618077,0.556943,0.855072,0.956063,0.70669,0.941389
0.894174,0.928765,0.452,0.522064,0.82554,0.657238,0.979335,0.653445,0.754,0.770053,0.496403,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.651042,0.877915,0.714377,0.555072,0.883015,0.5,0.655574,0.984294,0.84368,0.957914,0.914815,0.874279,0.46223,0.720412,0.92606,0.778075,0.984708,0.894434,0.78877,0.974995,0.888309,0.945518,0.6510416666666667,0.746403,0.706514,0.653445,0.860018,0.551202,0.989067,0.790379,0.922408,0.860933,0.667492,0.908204,0.897633,0.746403,0.943992,0.983299,0.753,0.762032,0.657238,0.769311,0.746403,0.946063,0.99897,0.7490000000000001,0.946764,0.992178,0.948419,0.770053,0.980368,0.744,0.907965,0.736979,0.751863,0.831418,0.901472,0.954306,0.653272,0.860699,0.894434,1.0,0.718846,0.556943,0.555072,0.952548,0.694683,0.938683
0.871581,0.918846,0.384,0.475221,1.0,0.65391,0.94751,0.795407,0.754,0.774064,0.773381,0.653445,0.946063,0.657238,0.762032,0.7,0.551202,0.7,0.717448,0.877915,0.714377,0.555072,0.890093,0.5,0.640599,0.94751,0.84265,0.962794,0.914815,0.864475,0.503597,0.732419,0.920649,0.774064,0.963836,0.898912,0.778075,0.980988,0.831942,0.956063,0.7734375,0.746403,0.706514,0.653445,0.860018,0.551202,0.943878,0.768612,0.886764,0.860018,0.534653,0.926197,0.897633,0.496403,0.962766,0.983299,0.7,0.774064,0.657238,0.913361,0.746403,0.946063,0.970634,0.7,0.847599,0.994994,0.657238,0.775401,0.982228,0.769,0.890425,0.766927,0.841955,0.85249,0.90531,0.957821,0.980422,0.714377,0.896993,1.0,0.808846,0.938489,0.868116,0.952548,0.687822,0.941389
